"","hari_ke","tanggal","tanah_laut","kotabaru","banjar","barito_kuala","tapin","hss","hst","hsu","tabalong","tanah_bumbu","balangan","banjarmasin","banjarbaru"
"360",360,2021-03-16,0,240,73,18,0,5,14,13,0,13,3,274,8
"361",361,2021-03-17,0,240,81,45,0,5,14,13,0,11,5,307,3
"362",362,2021-03-18,0,194,88,46,0,7,14,13,0,9,5,307,7
"363",363,2021-03-19,0,168,90,35,0,9,7,13,0,12,5,290,9
"364",364,2021-03-20,0,159,74,29,0,6,7,13,0,12,6,307,0
"365",365,2021-03-21,0,157,90,15,0,9,12,13,0,12,7,307,5
"366",366,2021-03-22,0,146,90,15,0,12,12,30,0,13,7,307,5
"367",367,2021-03-23,0,126,80,15,0,8,12,30,0,9,7,307,3
"368",368,2021-03-24,0,129,79,15,0,6,12,30,0,9,7,287,11
"369",369,2021-03-25,0,134,78,52,0,6,12,30,0,13,8,287,8
"370",370,2021-03-26,0,140,79,52,0,7,14,30,0,10,8,287,5
"371",371,2021-03-27,0,140,79,21,0,12,14,30,0,7,7,365,5
